Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
36.7,64.1,37.2,Red,Pulses,26.8,1.1,24.5,28-28
35.4,63.8,32.4,Loamy,Sugarcane,14.4,4.0,34.8,DAP
26.5,53.6,31.1,Sandy,Barley,18.0,14.3,16.7,17-17-17
32.8,52.3,53.8,Loamy,Wheat,15.0,1.1,39.9,DAP
25.3,55.3,28.8,Red,Ground Nuts,18.6,17.5,9.9,17-17-17
32.2,54.8,52.0,Loamy,Wheat,13.4,2.5,39.0,DAP
25.9,63.1,60.5,Loamy,Cotton,41.0,1.3,0.0,Urea
26.7,63.8,64.6,Loamy,Cotton,8.4,12.5,33.6,14-35-14
36.8,69.8,32.5,Sandy,Barley,12.5,3.3,39.5,14-35-14
36.2,68.7,37.0,Clayey,Paddy,12.4,4.5,44.9,DAP
26.8,54.6,35.4,Red,Ground Nuts,13.6,1.5,45.5,DAP
32.5,56.7,65.8,Black,Cotton,41.4,4.9,2.4,Urea
34.2,61.8,34.7,Red,Pulses,22.6,3.0,26.4,28-28
29.6,55.0,42.3,Sandy,Maize,35.6,2.6,8.2,Urea
25.9,54.6,68.5,Black,Cotton,40.6,0.0,1.0,Urea
33.5,68.3,62.3,Black,Cotton,8.9,9.9,33.8,14-35-14
36.3,69.3,32.4,Black,Oil seeds,13.1,5.8,42.8,DAP
27.6,53.5,41.0,Clayey,Paddy,39.5,5.1,3.7,Urea
36.3,70.5,40.0,Red,Tobacco,10.1,2.1,34.0,DAP
28.6,58.5,69.0,Black,Cotton,42.2,0.2,5.1,Urea
31.9,59.7,36.6,Sandy,Millets,9.7,4.8,18.0,28-28
38.2,71.3,36.4,Black,Oil seeds,10.2,7.4,42.7,DAP
32.9,62.0,38.5,Red,Tobacco,31.4,0.4,17.8,28-28
35.1,65.5,30.8,Red,Pulses,25.6,1.9,19.1,28-28
35.9,69.8,36.0,Clayey,Paddy,9.9,0.6,36.9,DAP
34.9,63.6,34.5,Loamy,Sugarcane,37.8,3.0,4.6,Urea
31.2,54.4,46.9,Clayey,Paddy,36.2,2.4,4.8,Urea
29.3,52.2,25.5,Red,Ground Nuts,15.8,14.0,12.0,17-17-17
31.6,63.4,65.4,Loamy,Cotton,10.3,8.1,30.4,14-35-14
31.5,60.9,35.1,Loamy,Sugarcane,39.0,0.8,3.9,Urea
38.5,69.8,34.5,Black,Oil seeds,13.4,9.0,38.6,DAP
34.7,70.5,43.3,Clayey,Paddy,15.5,2.4,39.6,DAP
28.0,67.5,34.4,Loamy,Sugarcane,11.2,3.3,35.2,DAP
28.3,65.3,60.5,Loamy,Sugarcane,12.6,6.7,28.6,14-35-14
35.0,62.1,47.4,Black,Sugarcane,12.6,14.2,11.7,17-17-17
33.4,70.2,34.7,Red,Tobacco,11.2,4.7,38.5,DAP
38.5,66.9,37.2,Clayey,Paddy,14.2,5.7,45.8,DAP
27.7,52.3,41.9,Sandy,Maize,31.1,3.1,5.4,Urea
34.3,62.4,48.3,Clayey,Paddy,16.2,0.0,21.7,28-28
39.6,68.6,34.2,Black,Oil seeds,11.5,11.1,43.8,DAP
27.1,58.0,30.9,Clayey,Pulses,10.6,0.2,9.3,20-20
29.9,52.6,42.1,Sandy,Maize,35.2,1.5,4.9,Urea
30.4,65.4,58.5,Loamy,Sugarcane,14.3,7.1,29.2,14-35-14
28.9,50.6,55.7,Red,Cotton,10.7,3.9,10.5,20-20
35.8,60.3,55.3,Loamy,Sugarcane,10.4,9.8,32.0,14-35-14
25.8,57.1,48.3,Loamy,Wheat,26.1,3.3,18.0,28-28
29.1,51.7,30.9,Sandy,Ground Nuts,17.7,2.0,33.8,DAP
35.0,60.6,57.4,Loamy,Sugarcane,10.9,6.2,27.5,14-35-14
36.7,67.4,40.3,Clayey,Paddy,14.9,1.2,38.2,DAP
30.0,53.8,26.1,Clayey,Pulses,12.3,2.6,8.1,20-20
30.4,65.2,34.8,Clayey,Pulses,38.0,3.4,3.5,Urea
30.0,53.0,38.8,Sandy,Maize,19.4,2.0,17.6,28-28
34.2,61.4,29.1,Red,Tobacco,25.7,4.0,18.6,28-28
30.4,55.1,69.3,Black,Cotton,44.5,0.3,6.2,Urea
33.8,63.5,33.9,Clayey,Pulses,42.3,4.1,0.0,Urea
34.5,68.2,33.9,Clayey,Paddy,15.3,0.7,42.0,DAP
34.5,67.7,31.6,Red,Pulses,26.8,4.2,22.8,28-28
27.8,49.3,33.6,Sandy,Barley,15.8,9.8,13.2,17-17-17
28.0,56.9,61.5,Black,Cotton,39.6,2.2,5.8,Urea
31.2,65.6,32.6,Red,Tobacco,23.5,1.5,18.4,28-28
26.5,49.0,25.8,Sandy,Ground Nuts,14.2,4.6,42.1,DAP
31.3,53.1,30.6,Black,Millets,40.3,4.4,3.9,Urea
33.5,66.3,63.3,Red,Cotton,12.4,9.5,35.4,14-35-14
24.7,61.8,64.3,Loamy,Cotton,31.9,4.9,0.0,Urea
34.1,54.2,67.4,Black,Cotton,41.2,2.4,3.5,Urea
33.5,63.5,59.2,Black,Cotton,12.1,11.9,32.0,14-35-14
25.6,56.4,25.1,Clayey,Pulses,13.7,5.3,12.1,20-20
34.2,70.0,35.2,Red,Tobacco,10.4,2.6,37.4,DAP
30.5,62.9,52.2,Loamy,Wheat,42.4,4.6,5.5,Urea
26.8,60.5,33.6,Black,Millets,37.7,4.5,2.8,Urea
32.6,65.7,50.8,Loamy,Wheat,37.2,3.1,3.5,Urea
28.8,55.8,41.5,Sandy,Millets,14.4,1.6,19.9,28-28
34.1,63.7,55.6,Black,Sugarcane,9.9,13.6,12.9,17-17-17
32.7,59.9,31.4,Loamy,Sugarcane,40.2,4.0,1.7,Urea
32.4,50.9,38.7,Sandy,Maize,18.9,3.2,21.3,28-28
29.2,55.5,30.8,Red,Ground Nuts,12.1,3.7,35.4,DAP
32.1,64.5,45.5,Clayey,Paddy,14.8,4.2,25.0,28-28
30.2,53.4,29.9,Clayey,Pulses,14.4,0.1,16.6,20-20
35.3,70.7,30.4,Black,Oil seeds,10.4,6.6,35.7,DAP
35.7,59.8,45.9,Black,Sugarcane,11.8,15.4,15.6,17-17-17
28.4,64.4,63.3,Loamy,Cotton,9.4,8.9,33.0,14-35-14
27.7,53.1,33.7,Black,Millets,42.2,2.0,5.4,Urea
27.9,64.6,59.7,Loamy,Sugarcane,10.8,8.0,35.4,14-35-14
33.8,52.2,44.8,Loamy,Wheat,28.4,3.2,21.9,28-28
35.8,65.4,30.8,Loamy,Sugarcane,17.0,4.4,37.5,DAP
32.5,53.6,52.6,Loamy,Wheat,12.9,2.5,32.1,DAP
25.3,55.1,36.7,Sandy,Barley,11.9,9.3,14.5,17-17-17
27.6,53.7,39.4,Clayey,Paddy,42.8,0.3,0.6,Urea
25.6,54.0,34.1,Sandy,Barley,13.8,12.6,14.0,17-17-17
35.9,66.9,41.5,Clayey,Paddy,16.7,2.9,44.0,DAP
31.1,57.1,30.8,Clayey,Pulses,13.6,2.6,10.4,20-20
32.8,70.5,31.6,Red,Tobacco,12.7,1.1,40.4,DAP
25.9,62.3,61.7,Loamy,Cotton,34.3,3.1,1.0,Urea
36.3,68.6,44.3,Clayey,Paddy,11.3,3.5,39.9,DAP
33.5,64.9,30.4,Loamy,Sugarcane,17.1,1.8,35.0,DAP
30.3,60.2,41.3,Clayey,Paddy,11.5,4.0,23.0,28-28
35.4,67.8,59.3,Black,Cotton,9.0,10.5,34.2,14-35-14
29.6,55.5,33.5,Sandy,Ground Nuts,21.1,1.6,34.7,DAP
30.7,62.9,47.2,Black,Sugarcane,15.8,11.9,15.2,17-17-17
39.5,68.9,39.6,Clayey,Paddy,15.2,0.4,37.9,DAP
28.8,58.7,56.1,Loamy,Cotton,7.4,9.4,31.1,14-35-14
31.8,58.0,44.7,Sandy,Millets,11.6,1.8,16.2,28-28
30.3,57.0,37.3,Black,Millets,37.7,2.5,7.0,Urea
28.4,58.2,33.4,Clayey,Pulses,12.4,0.8,15.9,20-20
31.9,63.6,52.7,Loamy,Sugarcane,14.0,13.0,13.3,17-17-17
31.9,60.5,42.4,Clayey,Paddy,40.4,4.6,1.7,Urea
31.1,62.9,29.7,Loamy,Sugarcane,39.1,4.1,1.1,Urea
29.9,57.2,56.0,Red,Cotton,9.7,0.0,10.7,20-20
28.9,50.5,40.4,Sandy,Barley,15.0,8.9,13.7,17-17-17
31.5,53.6,38.5,Sandy,Maize,35.2,0.9,4.2,Urea
37.0,61.9,35.0,Red,Pulses,24.3,0.9,22.6,28-28
38.9,67.3,42.6,Clayey,Paddy,12.2,1.9,42.4,DAP
26.4,55.3,35.4,Black,Millets,37.2,2.4,6.5,Urea
36.2,67.5,40.0,Red,Pulses,19.3,2.7,25.2,28-28
36.0,68.9,31.4,Sandy,Barley,10.4,2.6,32.4,14-35-14
32.0,58.6,46.0,Black,Sugarcane,15.6,16.2,14.4,17-17-17
27.0,58.0,61.6,Black,Cotton,35.2,4.3,5.3,Urea
34.9,60.9,33.2,Red,Pulses,19.1,2.2,17.6,28-28
27.7,50.5,29.4,Red,Ground Nuts,15.0,16.0,14.1,17-17-17
37.5,65.8,53.5,Loamy,Sugarcane,11.0,15.0,15.1,17-17-17
33.9,67.4,32.1,Sandy,Barley,10.3,1.0,43.1,14-35-14
35.4,64.2,48.6,Loamy,Wheat,35.6,3.3,2.8,Urea
32.8,62.7,26.4,Loamy,Sugarcane,12.1,3.5,34.0,DAP
32.8,62.7,32.0,Red,Tobacco,28.2,0.5,28.2,28-28
29.3,55.5,26.5,Red,Ground Nuts,20.6,15.7,7.6,17-17-17
27.1,54.1,24.8,Red,Ground Nuts,19.5,15.9,13.6,17-17-17
32.5,62.7,24.6,Loamy,Sugarcane,12.8,2.8,41.9,DAP
31.7,64.2,65.3,Black,Cotton,7.3,9.5,35.7,14-35-14
30.7,57.7,63.9,Loamy,Cotton,10.2,8.6,36.7,14-35-14
29.4,57.1,40.2,Sandy,Millets,14.4,2.2,19.4,28-28
28.6,53.9,33.6,Black,Millets,38.4,1.3,5.4,Urea
29.7,56.6,31.3,Sandy,Barley,13.3,13.8,17.3,17-17-17
36.8,64.8,63.1,Black,Cotton,6.3,14.5,27.8,14-35-14
33.8,67.9,37.3,Red,Pulses,20.3,4.7,26.9,28-28
36.1,65.6,32.5,Loamy,Sugarcane,36.3,3.7,3.4,Urea
33.0,58.9,55.9,Loamy,Sugarcane,14.3,7.5,31.0,14-35-14
25.0,52.0,34.1,Red,Ground Nuts,13.0,3.3,42.2,DAP
30.7,59.2,66.1,Black,Cotton,37.5,0.0,4.0,Urea
27.6,51.1,24.5,Red,Ground Nuts,15.8,13.5,9.1,17-17-17
29.6,52.0,38.3,Black,Millets,39.8,4.3,2.9,Urea
31.0,65.9,59.5,Red,Cotton,10.7,8.8,34.8,14-35-14
31.4,67.6,50.7,Loamy,Wheat,37.1,3.5,2.7,Urea
38.7,68.4,40.3,Clayey,Paddy,10.0,0.3,39.7,DAP
25.7,51.6,33.5,Sandy,Ground Nuts,11.9,0.8,39.6,DAP
29.5,55.8,38.7,Sandy,Barley,13.6,14.7,12.9,17-17-17
26.6,62.1,62.2,Loamy,Cotton,35.5,2.1,0.6,Urea
32.6,61.6,32.4,Red,Pulses,25.1,3.8,23.8,28-28
23.3,53.7,24.5,Sandy,Ground Nuts,11.6,1.9,43.5,DAP
28.5,51.8,36.7,Sandy,Barley,17.9,11.0,15.0,17-17-17
31.0,65.2,42.3,Clayey,Paddy,15.7,2.2,17.7,28-28
36.2,65.7,66.2,Black,Cotton,9.5,12.7,29.5,14-35-14
27.1,59.8,65.1,Loamy,Cotton,5.7,11.9,29.9,14-35-14
33.7,70.3,35.7,Red,Tobacco,10.1,2.5,40.8,DAP
35.4,66.2,40.1,Red,Pulses,25.6,1.7,19.8,28-28
30.1,53.9,40.9,Clayey,Paddy,39.6,4.5,4.2,Urea
31.6,59.4,65.8,Red,Cotton,12.9,8.4,28.5,14-35-14
29.8,65.1,62.7,Loamy,Sugarcane,12.4,6.3,33.1,14-35-14
33.5,65.3,32.0,Red,Tobacco,22.4,0.8,21.6,28-28
27.9,52.2,36.2,Red,Ground Nuts,12.1,1.5,37.2,DAP
27.0,60.4,49.3,Black,Sugarcane,12.9,16.8,13.4,17-17-17
27.3,47.5,29.9,Red,Ground Nuts,18.4,16.6,13.5,17-17-17
36.1,67.3,38.5,Red,Tobacco,10.7,3.3,36.1,DAP
39.5,67.4,36.0,Clayey,Paddy,13.5,2.3,42.3,DAP
34.0,54.3,40.2,Sandy,Millets,17.2,2.5,14.0,28-28
29.2,52.4,37.4,Black,Millets,41.4,4.6,0.6,Urea
28.3,59.2,40.9,Black,Millets,43.0,2.3,3.8,Urea
30.2,54.1,32.5,Clayey,Pulses,14.7,0.0,16.1,20-20
26.3,52.6,30.5,Red,Ground Nuts,14.7,17.6,11.7,17-17-17
31.2,61.4,29.5,Clayey,Pulses,37.5,4.8,1.9,Urea
34.9,71.2,36.5,Clayey,Paddy,17.3,4.8,40.6,DAP
32.0,60.5,43.6,Sandy,Millets,19.9,1.8,22.2,28-28
36.7,67.6,57.3,Red,Cotton,10.7,7.4,32.8,14-35-14
36.1,62.9,31.8,Loamy,Sugarcane,18.0,2.3,34.6,DAP
30.0,65.0,45.6,Black,Sugarcane,11.7,14.0,16.1,17-17-17
27.2,54.5,33.5,Red,Ground Nuts,11.9,3.0,38.3,DAP
23.1,54.8,26.9,Red,Ground Nuts,16.1,16.1,12.4,17-17-17
28.7,50.4,42.4,Sandy,Maize,30.4,1.2,0.0,Urea
33.9,62.6,49.5,Loamy,Sugarcane,10.0,17.8,13.3,17-17-17
37.3,68.0,33.0,Red,Tobacco,10.5,3.6,37.3,DAP
28.4,61.3,54.2,Black,Sugarcane,11.1,12.9,12.0,17-17-17
28.6,55.9,40.8,Sandy,Maize,21.1,1.4,23.6,28-28
28.0,55.0,44.2,Sandy,Millets,18.3,4.9,16.2,28-28
29.9,51.8,50.2,Loamy,Wheat,20.3,1.3,19.2,28-28
27.2,52.6,63.0,Red,Cotton,13.1,2.8,9.7,20-20
37.7,72.5,29.0,Sandy,Barley,11.6,5.9,41.8,14-35-14
28.7,52.6,63.0,Red,Cotton,9.1,1.2,13.0,20-20
37.0,70.7,31.6,Black,Oil seeds,8.5,10.9,45.8,DAP
30.6,66.0,35.8,Red,Tobacco,26.0,3.6,26.0,28-28
27.1,50.0,34.2,Sandy,Barley,17.9,13.8,9.9,17-17-17
28.5,57.4,60.8,Black,Cotton,43.5,0.6,1.5,Urea
36.7,69.1,34.2,Red,Tobacco,8.7,3.3,40.0,DAP
31.7,63.4,60.0,Black,Cotton,8.3,9.1,28.2,14-35-14
26.4,59.4,64.1,Loamy,Cotton,6.4,10.8,29.6,14-35-14
24.0,49.3,32.6,Sandy,Ground Nuts,13.0,1.9,39.5,DAP
34.5,59.9,40.8,Clayey,Pulses,39.9,0.3,1.0,Urea
33.0,67.8,28.2,Red,Tobacco,21.9,4.0,27.2,28-28
31.7,64.0,32.5,Clayey,Pulses,41.8,4.6,0.6,Urea
27.1,53.6,58.1,Red,Cotton,8.0,3.0,13.5,20-20
36.6,68.1,49.9,Loamy,Sugarcane,14.1,17.3,13.3,17-17-17
30.8,51.3,51.1,Loamy,Wheat,12.6,0.5,31.1,DAP
31.2,60.9,36.2,Red,Tobacco,19.6,0.0,18.8,28-28
27.5,54.5,30.9,Sandy,Ground Nuts,13.6,0.5,43.9,DAP
28.4,56.0,44.2,Sandy,Millets,15.1,1.9,21.1,28-28
29.0,62.1,65.1,Loamy,Cotton,10.5,12.6,34.6,14-35-14
32.8,61.0,60.9,Loamy,Sugarcane,10.4,11.4,30.4,14-35-14
35.4,61.7,30.1,Red,Pulses,25.7,0.4,21.4,28-28
32.4,65.8,65.1,Red,Cotton,8.3,12.4,33.5,14-35-14
33.3,62.2,32.3,Loamy,Sugarcane,41.2,0.3,5.4,Urea
37.8,71.7,34.4,Clayey,Paddy,15.3,0.6,40.6,DAP
27.8,59.4,59.1,Loamy,Cotton,9.9,9.2,28.2,14-35-14
36.7,71.0,30.4,Red,Tobacco,8.3,4.4,37.4,DAP
29.5,52.8,34.6,Black,Millets,36.9,1.0,5.4,Urea
34.3,56.2,36.4,Sandy,Millets,15.1,4.8,16.6,28-28
27.6,56.5,43.9,Loamy,Wheat,26.1,3.0,19.0,28-28
27.4,55.2,42.1,Black,Millets,36.6,4.7,2.2,Urea
33.5,59.0,58.0,Red,Cotton,12.6,13.4,33.7,14-35-14
35.3,60.3,59.9,Loamy,Sugarcane,12.1,10.1,33.6,14-35-14
26.5,60.6,57.3,Loamy,Cotton,8.2,8.5,33.9,14-35-14
37.7,72.1,29.3,Sandy,Barley,10.0,1.7,35.2,14-35-14
31.2,63.7,47.6,Black,Sugarcane,10.7,10.8,11.1,17-17-17
23.9,50.2,35.1,Red,Ground Nuts,11.8,2.6,39.9,DAP
33.0,62.4,55.3,Loamy,Sugarcane,15.0,13.4,12.4,17-17-17
35.8,57.9,41.7,Sandy,Millets,18.6,3.2,20.7,28-28
34.6,61.4,42.9,Clayey,Paddy,12.2,3.5,23.9,28-28
30.0,57.2,31.8,Black,Millets,44.9,2.4,3.5,Urea
35.5,66.8,27.9,Sandy,Barley,15.9,1.1,39.3,14-35-14
31.2,60.6,38.4,Clayey,Pulses,39.1,0.0,1.6,Urea
36.4,64.5,46.0,Loamy,Wheat,44.6,4.5,2.9,Urea
31.7,66.5,44.4,Loamy,Wheat,40.9,3.0,3.4,Urea
35.0,70.3,37.9,Red,Tobacco,7.8,4.6,36.3,DAP
31.4,52.9,51.6,Loamy,Wheat,26.0,1.5,22.8,28-28
29.7,53.5,41.6,Sandy,Maize,30.7,3.7,5.5,Urea
26.7,55.5,38.6,Black,Millets,42.2,1.0,5.2,Urea
35.9,69.3,32.3,Sandy,Barley,10.3,0.7,42.7,14-35-14
29.9,56.3,31.6,Clayey,Pulses,16.1,3.9,12.9,20-20
28.4,48.9,32.5,Sandy,Ground Nuts,20.2,0.7,39.4,DAP
24.9,52.2,62.2,Red,Cotton,12.0,5.5,10.7,20-20
37.2,60.9,32.9,Red,Pulses,25.2,0.0,20.6,28-28
29.8,65.1,56.9,Black,Sugarcane,12.9,14.8,11.8,17-17-17
31.3,49.8,49.9,Loamy,Wheat,22.3,0.8,18.4,28-28
37.8,70.0,37.2,Red,Tobacco,10.5,0.6,37.3,DAP
28.4,51.7,28.5,Clayey,Pulses,10.3,2.7,11.2,20-20
37.2,70.8,30.1,Sandy,Barley,16.7,3.6,35.8,14-35-14
34.2,60.2,59.2,Loamy,Sugarcane,8.8,8.9,36.3,14-35-14
24.6,54.3,31.2,Sandy,Barley,10.6,12.5,10.5,17-17-17
29.5,56.2,33.9,Sandy,Maize,41.2,4.8,3.5,Urea
32.1,55.6,41.2,Clayey,Paddy,34.2,3.7,1.7,Urea
26.6,52.8,55.5,Red,Cotton,13.8,0.5,9.6,20-20
27.3,55.0,36.2,Black,Millets,37.4,1.2,5.1,Urea
31.5,66.9,31.5,Red,Tobacco,28.8,0.4,26.7,28-28
27.7,53.0,31.9,Red,Ground Nuts,17.0,16.4,15.0,17-17-17
38.7,70.2,34.7,Red,Tobacco,13.1,5.8,39.8,DAP
26.1,64.3,65.4,Loamy,Cotton,37.0,3.5,5.2,Urea
31.0,65.4,50.6,Black,Sugarcane,14.5,16.7,12.3,17-17-17
29.6,51.7,29.0,Red,Ground Nuts,9.7,3.2,44.3,DAP
30.1,65.5,56.8,Loamy,Sugarcane,14.3,6.0,31.7,14-35-14
36.0,61.6,59.5,Red,Cotton,12.3,10.8,31.6,14-35-14
25.7,52.2,29.6,Red,Ground Nuts,13.0,0.6,40.6,DAP
36.4,66.0,35.0,Red,Tobacco,12.8,1.3,38.0,DAP
30.9,51.5,47.1,Loamy,Wheat,15.2,5.3,35.1,DAP
28.8,64.2,54.4,Loamy,Sugarcane,11.0,8.1,29.8,14-35-14
29.5,59.0,44.7,Clayey,Paddy,34.4,2.4,1.2,Urea
26.0,52.8,30.7,Red,Ground Nuts,18.0,14.9,14.8,17-17-17
28.5,54.6,33.9,Black,Millets,44.6,1.1,4.0,Urea
33.3,63.1,48.5,Loamy,Sugarcane,12.9,14.7,14.5,17-17-17
34.5,64.4,61.2,Loamy,Sugarcane,12.0,8.9,29.1,14-35-14
32.9,66.9,35.2,Red,Tobacco,20.7,3.4,22.9,28-28
28.4,53.6,37.8,Red,Ground Nuts,14.8,0.2,44.6,DAP
32.7,62.9,39.1,Red,Pulses,19.5,3.2,23.8,28-28
28.7,51.0,35.9,Red,Ground Nuts,9.5,1.3,36.3,DAP
36.3,71.5,33.8,Red,Tobacco,12.5,1.0,39.4,DAP
36.6,59.2,63.9,Red,Cotton,13.3,12.6,32.8,14-35-14
35.3,68.3,35.1,Clayey,Paddy,13.8,2.4,44.0,DAP
30.2,59.3,61.7,Loamy,Sugarcane,14.9,8.7,34.4,14-35-14
29.2,59.9,66.0,Black,Cotton,40.9,2.8,0.0,Urea
33.0,62.5,30.8,Loamy,Sugarcane,39.1,2.4,2.6,Urea
28.9,58.1,39.9,Clayey,Paddy,41.5,1.9,5.1,Urea
31.4,62.1,30.0,Loamy,Sugarcane,39.7,3.1,3.8,Urea
38.7,72.1,35.4,Black,Oil seeds,13.3,9.6,36.7,DAP
28.6,51.9,25.3,Red,Ground Nuts,19.2,16.3,15.3,17-17-17
27.3,54.6,36.5,Black,Millets,43.2,5.0,0.8,Urea
34.2,64.3,28.0,Loamy,Sugarcane,10.8,0.5,41.2,DAP
32.0,62.2,63.2,Black,Cotton,10.8,13.8,26.2,14-35-14
33.6,64.9,29.0,Loamy,Sugarcane,37.6,3.6,3.1,Urea
31.6,58.6,41.0,Black,Millets,40.2,0.5,4.0,Urea
30.9,62.0,40.3,Clayey,Paddy,16.9,3.7,17.6,28-28
36.8,67.4,58.2,Red,Cotton,10.2,12.6,27.1,14-35-14
30.8,61.9,65.5,Loamy,Cotton,10.9,9.9,29.9,14-35-14
28.7,50.8,39.9,Sandy,Maize,41.4,1.9,2.7,Urea
32.8,57.9,61.3,Black,Cotton,36.8,4.8,4.6,Urea
30.6,61.3,28.3,Loamy,Sugarcane,41.3,3.9,1.6,Urea
26.3,53.7,27.9,Red,Ground Nuts,19.0,18.0,11.0,17-17-17
30.6,63.5,39.6,Clayey,Paddy,16.7,4.8,18.0,28-28
35.3,60.8,37.3,Clayey,Pulses,39.0,1.3,1.4,Urea
34.5,61.0,33.9,Clayey,Pulses,43.1,2.9,2.4,Urea
35.8,66.9,60.0,Black,Cotton,7.7,8.7,27.1,14-35-14
35.5,67.3,33.5,Sandy,Barley,13.9,0.5,34.6,14-35-14
26.7,54.5,45.1,Loamy,Wheat,28.7,3.4,16.7,28-28
36.4,65.8,36.2,Clayey,Paddy,10.9,3.3,44.6,DAP
30.4,64.0,35.3,Clayey,Pulses,38.3,5.7,5.1,Urea
32.4,55.7,51.8,Loamy,Wheat,29.9,0.0,20.4,28-28
35.4,69.1,42.3,Clayey,Paddy,11.2,3.7,37.5,DAP
36.6,62.4,65.8,Red,Cotton,9.9,11.1,29.8,14-35-14
28.7,52.3,33.3,Red,Ground Nuts,9.9,0.6,38.8,DAP
27.5,53.6,69.2,Black,Cotton,41.6,4.6,5.3,Urea
30.4,58.9,57.9,Loamy,Sugarcane,13.9,10.6,31.0,14-35-14
35.9,62.8,47.8,Loamy,Sugarcane,14.9,15.7,11.5,17-17-17
27.2,55.2,32.8,Black,Millets,38.2,4.3,1.5,Urea
30.3,63.5,41.9,Clayey,Paddy,12.4,0.0,20.2,28-28
30.1,53.1,47.5,Clayey,Paddy,41.1,1.8,4.7,Urea
31.0,51.4,42.6,Sandy,Maize,31.7,2.5,6.8,Urea
33.5,72.3,35.0,Clayey,Paddy,15.7,2.1,36.6,DAP
26.6,64.4,64.0,Loamy,Cotton,38.5,1.3,1.9,Urea
35.4,66.0,28.9,Loamy,Sugarcane,12.9,1.4,33.9,DAP
36.2,64.9,59.8,Black,Cotton,7.0,13.6,31.0,14-35-14
32.0,65.7,59.6,Black,Cotton,11.5,10.3,30.2,14-35-14
35.7,68.4,37.4,Clayey,Paddy,13.2,3.7,43.3,DAP
35.7,70.7,38.7,Clayey,Paddy,9.7,4.3,37.3,DAP
35.4,66.9,30.9,Sandy,Barley,14.7,2.7,33.3,14-35-14
29.4,52.7,43.3,Sandy,Maize,31.5,2.5,5.3,Urea
32.7,63.6,68.1,Black,Cotton,12.8,13.1,36.1,14-35-14
28.6,52.1,32.0,Sandy,Barley,14.5,13.3,17.6,17-17-17
29.0,58.1,61.5,Black,Cotton,42.9,3.8,0.6,Urea
29.4,54.4,27.6,Sandy,Ground Nuts,17.4,0.9,43.9,DAP
27.8,55.8,42.1,Loamy,Wheat,30.2,0.7,21.2,28-28
35.1,68.6,45.8,Loamy,Wheat,42.8,1.6,3.3,Urea
27.5,63.4,60.0,Loamy,Cotton,36.9,3.7,0.3,Urea
32.3,52.0,51.6,Loamy,Wheat,24.6,4.2,16.7,28-28
35.3,65.4,48.5,Loamy,Sugarcane,10.3,15.9,14.0,17-17-17
31.6,60.6,46.1,Black,Sugarcane,12.7,14.2,15.1,17-17-17
39.2,71.5,35.4,Black,Oil seeds,10.5,10.7,45.1,DAP
30.0,58.5,55.0,Loamy,Sugarcane,15.2,8.2,28.4,14-35-14
30.2,62.6,53.9,Black,Sugarcane,17.1,11.5,14.5,17-17-17
37.0,70.7,30.4,Red,Tobacco,10.1,5.4,35.6,DAP
28.0,63.8,27.3,Loamy,Sugarcane,12.2,1.8,38.3,DAP
28.4,58.4,35.9,Sandy,Maize,20.5,1.1,15.6,28-28
25.2,48.3,34.8,Sandy,Barley,13.4,12.9,14.1,17-17-17
27.6,52.3,34.3,Black,Millets,35.3,1.6,3.8,Urea
35.5,65.9,65.7,Black,Cotton,10.7,12.6,26.5,14-35-14
28.7,63.9,58.2,Loamy,Cotton,9.4,13.4,31.2,14-35-14
26.0,54.2,44.3,Loamy,Wheat,20.1,5.9,16.6,28-28
36.1,66.5,33.3,Sandy,Barley,12.7,2.8,32.0,14-35-14
33.1,63.7,46.3,Clayey,Paddy,13.1,1.2,26.5,28-28
36.8,68.7,29.0,Sandy,Barley,9.9,4.7,34.1,14-35-14
39.2,71.5,37.5,Clayey,Paddy,13.9,0.5,37.0,DAP
32.4,65.9,62.5,Black,Cotton,7.9,12.4,26.1,14-35-14
31.7,65.4,31.8,Clayey,Pulses,35.5,1.9,3.3,Urea
30.9,51.9,52.8,Loamy,Wheat,11.1,1.3,40.6,DAP
26.6,55.9,50.4,Clayey,Paddy,32.1,2.7,0.6,Urea
34.5,66.9,46.2,Loamy,Wheat,44.4,4.1,0.5,Urea
30.5,54.0,66.3,Black,Cotton,41.6,4.5,1.6,Urea
22.6,52.8,32.4,Red,Ground Nuts,14.9,15.0,9.5,17-17-17
29.4,65.2,60.8,Loamy,Cotton,10.1,8.7,35.6,14-35-14
35.8,67.4,38.5,Red,Pulses,28.1,2.9,23.3,28-28
27.9,54.8,31.5,Clayey,Pulses,13.0,4.2,13.0,20-20
30.0,53.4,30.9,Sandy,Ground Nuts,19.6,3.6,35.8,DAP
27.5,54.9,66.5,Black,Cotton,44.4,1.1,4.7,Urea
34.9,69.2,31.9,Sandy,Barley,10.4,3.4,38.2,14-35-14
28.6,54.2,44.1,Sandy,Millets,10.3,5.1,23.2,28-28
34.0,60.8,47.2,Clayey,Paddy,13.8,0.0,19.7,28-28
30.5,51.8,44.2,Loamy,Wheat,29.5,3.7,17.4,28-28
31.6,55.4,49.7,Clayey,Paddy,36.3,3.8,5.8,Urea
29.2,64.9,46.4,Black,Sugarcane,14.0,15.4,15.8,17-17-17
